user_id,edad,genero,tiempo_subscripcion,uso_mensual,numero_dispositivos,calificacion_servicio,monto_pago,metodo_pago,abandono
2593,50,Masculino,1,25.6,4,5,9.54,PayPal,1
2594,38,Masculino,41,26.1,5,1,39.85,PayPal,0
2595,34,Femenino,59,12.0,4,5,17.41,Tarjeta,0
2596,39,Femenino,15,39.4,5,4,26.64,PayPal,0
2597,65,Femenino,54,3.5,2,5,46.8,Transferencia,0
2598,54,Masculino,8,24.7,4,5,38.85,PayPal,1
2599,32,Masculino,15,19.7,1,4,7.37,PayPal,0
2600,52,Masculino,15,10.6,3,5,5.37,Tarjeta,0
2601,45,Femenino,50,7.4,2,4,40.43,PayPal,0
2602,24,Femenino,39,29.7,4,3,29.86,Transferencia,0
2603,49,Masculino,22,36.7,1,3,37.42,Tarjeta,0
2604,28,Masculino,18,5.2,3,5,12.06,Tarjeta,0
2605,27,Femenino,16,8.6,5,3,44.24,Tarjeta,1
2606,26,Femenino,2,39.5,4,5,39.8,Transferencia,0
2607,31,Masculino,36,1.6,5,3,45.09,PayPal,0
2608,30,Femenino,20,20.8,2,5,20.35,Tarjeta,1
2609,42,Masculino,16,21.1,3,2,17.41,Transferencia,0
2610,19,Masculino,3,11.3,3,1,11.83,Transferencia,1
2611,52,Femenino,56,26.9,5,3,46.85,Transferencia,0
2612,24,Femenino,30,37.9,5,4,12.96,PayPal,0
2613,38,Femenino,55,18.6,2,1,10.37,Transferencia,0
2614,35,Masculino,2,30.2,1,5,13.67,PayPal,1
2615,20,Femenino,35,26.2,4,1,39.71,Tarjeta,0
2616,59,Femenino,26,19.4,1,4,45.03,Tarjeta,0
2617,56,Masculino,57,2.9,3,4,41.49,PayPal,0
2618,58,Masculino,5,29.9,4,5,30.35,Transferencia,0
2619,66,Femenino,2,15.2,2,3,49.72,Tarjeta,0
2620,28,Masculino,51,9.8,1,3,8.1,PayPal,0
2621,56,Masculino,56,38.0,1,2,44.02,Transferencia,0
2622,41,Masculino,20,31.2,4,4,24.25,Tarjeta,0
2623,63,Femenino,34,38.5,2,2,25.48,PayPal,0
2624,36,Femenino,34,11.0,2,4,10.74,Transferencia,0
2625,21,Masculino,54,33.6,1,2,6.5,Transferencia,0
2626,43,Masculino,56,24.7,1,3,19.25,Transferencia,0
2627,55,Masculino,55,39.3,5,4,12.87,PayPal,0
2628,59,Femenino,20,37.9,4,3,26.75,PayPal,0
2629,49,Masculino,50,38.9,2,1,11.63,Transferencia,0
2630,56,Masculino,25,38.1,3,3,11.21,Transferencia,0
2631,62,Femenino,20,1.3,4,4,44.46,Transferencia,1
2632,63,Masculino,25,29.9,5,1,46.46,Transferencia,0
2633,53,Femenino,53,11.6,4,2,48.39,Transferencia,0
2634,57,Femenino,14,28.5,1,5,35.62,Transferencia,0
2635,54,Femenino,60,39.2,4,4,39.7,Tarjeta,0
2636,50,Masculino,47,2.5,4,5,42.61,Transferencia,0
2637,53,Masculino,44,23.1,4,5,34.65,PayPal,0
2638,20,Femenino,43,29.7,3,1,19.86,PayPal,0
2639,26,Masculino,43,10.9,5,2,12.04,PayPal,0
2640,25,Femenino,39,9.8,4,3,15.68,PayPal,1
2641,50,Masculino,12,3.4,4,1,42.82,Tarjeta,1
2642,23,Femenino,48,4.7,3,2,36.32,Tarjeta,0
2643,58,Femenino,5,26.6,2,3,25.51,PayPal,0
2644,56,Masculino,2,20.7,4,3,6.32,PayPal,1
2645,21,Masculino,54,2.2,4,2,16.98,PayPal,0
2646,30,Masculino,16,38.8,2,3,37.8,PayPal,0
2647,66,Masculino,55,26.6,4,4,28.06,PayPal,0
2648,19,Femenino,30,21.1,4,4,24.6,Tarjeta,0
2649,22,Femenino,47,11.6,4,1,19.12,Tarjeta,0
2650,61,Masculino,43,26.7,5,3,32.31,Tarjeta,0
2651,44,Masculino,38,15.2,1,3,48.49,Transferencia,0
2652,49,Femenino,45,28.4,5,2,45.55,PayPal,0
2653,38,Masculino,51,27.6,2,4,6.37,PayPal,0
2654,25,Masculino,42,4.6,5,5,26.64,Transferencia,0
2655,55,Masculino,24,36.5,5,1,19.83,PayPal,1
2656,25,Masculino,51,20.0,3,4,27.98,Transferencia,0
2657,67,Femenino,30,16.3,2,2,32.28,Transferencia,0
2658,20,Femenino,37,38.3,2,1,14.0,Transferencia,0
2659,61,Masculino,57,18.1,2,5,40.17,Transferencia,0
2660,20,Femenino,59,29.1,5,1,26.38,PayPal,0
2661,39,Masculino,53,26.6,2,4,49.64,Transferencia,0
2662,23,Masculino,39,7.4,3,5,6.13,PayPal,0
2663,19,Masculino,11,39.7,4,2,13.54,Transferencia,0
2664,40,Femenino,14,19.1,5,1,36.03,Tarjeta,0
2665,61,Femenino,23,16.4,4,4,36.28,PayPal,1
2666,19,Femenino,53,36.9,4,2,31.2,Transferencia,0
2667,55,Femenino,16,21.6,5,5,48.74,Transferencia,0
2668,34,Femenino,50,28.5,5,1,23.69,Transferencia,0
2669,52,Masculino,21,34.0,2,3,23.77,Tarjeta,1
2670,51,Masculino,55,10.2,3,4,45.97,PayPal,0
2671,40,Femenino,55,7.6,5,4,29.23,Tarjeta,0
2672,47,Femenino,4,3.7,4,3,20.92,Tarjeta,1
2673,69,Femenino,33,36.0,5,2,37.35,Tarjeta,0
2674,25,Masculino,54,8.8,3,4,32.89,PayPal,0
2675,39,Femenino,47,13.0,1,2,18.79,Tarjeta,0
2676,61,Masculino,14,12.1,4,5,18.41,PayPal,0
2677,53,Masculino,19,12.9,1,3,22.8,PayPal,1
2678,22,Femenino,59,27.1,1,2,8.22,Transferencia,0
2679,30,Masculino,5,38.2,3,5,47.42,Tarjeta,1
2680,46,Masculino,36,13.8,5,1,13.24,Tarjeta,0
2681,48,Femenino,31,16.9,1,4,13.72,Tarjeta,0
2682,64,Masculino,45,31.1,2,3,34.12,PayPal,0
2683,33,Femenino,18,17.9,5,1,37.59,PayPal,0
2684,59,Masculino,44,37.1,4,1,38.16,PayPal,0
2685,47,Femenino,31,20.6,5,1,21.88,Tarjeta,0
2686,33,Femenino,55,14.6,3,2,44.3,PayPal,0
2687,29,Masculino,30,38.9,3,4,29.48,PayPal,0
2688,34,Femenino,21,17.6,4,3,24.74,PayPal,0
2689,33,Masculino,47,10.0,4,4,41.47,Transferencia,0
2690,29,Masculino,30,7.9,4,4,15.96,PayPal,0
2691,25,Femenino,55,39.8,3,4,43.71,Tarjeta,0
2692,37,Masculino,41,30.4,5,5,29.25,PayPal,0
2693,20,Femenino,4,16.9,1,5,45.5,Transferencia,1
2694,33,Masculino,5,33.2,1,5,14.07,PayPal,0
2695,47,Masculino,41,22.3,2,5,47.12,PayPal,0
2696,62,Femenino,45,13.4,3,4,35.95,Transferencia,0
2697,40,Masculino,10,30.0,4,4,32.82,Tarjeta,0
2698,45,Masculino,27,30.1,5,3,23.99,Transferencia,0
2699,68,Masculino,16,20.5,3,3,48.03,PayPal,0
2700,57,Masculino,30,2.8,2,3,24.98,PayPal,0
2701,22,Masculino,13,4.0,1,3,27.43,PayPal,1
2702,37,Masculino,36,31.8,5,3,40.17,PayPal,0
2703,57,Masculino,21,33.1,1,5,17.82,Tarjeta,0
2704,61,Masculino,45,27.5,5,4,18.12,PayPal,0
2705,18,Femenino,53,33.7,4,3,39.89,PayPal,0
2706,47,Masculino,40,29.1,5,2,10.79,Transferencia,0
2707,38,Masculino,45,36.0,4,3,42.03,Tarjeta,0
2708,37,Femenino,15,6.9,3,3,33.13,Transferencia,0
2709,23,Femenino,20,16.1,1,4,29.26,PayPal,1
2710,39,Femenino,20,19.1,5,5,15.31,PayPal,0
2711,35,Masculino,45,12.6,5,1,40.39,PayPal,0
2712,25,Femenino,55,29.3,2,4,41.22,Tarjeta,0
2713,56,Femenino,59,36.6,1,5,26.73,PayPal,0
2714,49,Masculino,5,17.1,3,2,22.51,Transferencia,0
2715,50,Masculino,54,37.7,4,1,16.08,Transferencia,0
2716,70,Femenino,54,21.2,3,5,38.94,Tarjeta,0
2717,33,Femenino,60,21.4,2,5,33.78,PayPal,0
2718,29,Masculino,32,24.4,3,4,14.3,PayPal,0
2719,55,Masculino,6,11.5,4,5,40.75,PayPal,1
2720,69,Masculino,30,16.0,1,3,44.7,Tarjeta,0
2721,51,Masculino,26,22.6,2,5,7.67,Tarjeta,0
2722,31,Masculino,37,37.7,5,1,39.76,PayPal,0
2723,53,Femenino,13,26.1,5,5,43.38,Transferencia,0
2724,50,Masculino,29,14.0,1,2,49.62,Tarjeta,0
2725,40,Masculino,5,1.4,3,3,15.69,Tarjeta,1
2726,67,Masculino,25,39.3,5,1,21.7,Transferencia,0
2727,62,Masculino,13,20.2,2,1,48.48,Transferencia,0
2728,19,Masculino,24,37.6,4,4,9.23,PayPal,0
2729,58,Femenino,31,22.4,3,4,28.57,PayPal,0
2730,38,Masculino,20,24.6,4,3,27.8,PayPal,0
2731,19,Femenino,55,28.8,3,1,32.29,PayPal,0
2732,44,Masculino,8,13.5,2,2,19.89,Tarjeta,0
2733,26,Femenino,60,28.3,4,5,46.67,Transferencia,0
2734,18,Femenino,9,21.5,2,5,17.15,PayPal,1
2735,28,Masculino,21,27.2,4,5,34.24,Transferencia,0
2736,20,Masculino,51,33.6,3,4,27.32,PayPal,0
2737,69,Masculino,20,8.2,2,1,17.0,Transferencia,1
2738,40,Masculino,15,24.9,3,1,13.5,PayPal,1
2739,43,Masculino,26,3.0,3,2,48.05,Transferencia,0
2740,21,Femenino,54,5.0,4,4,30.26,PayPal,0
2741,35,Masculino,42,27.3,4,2,32.19,Tarjeta,0
2742,23,Masculino,11,3.8,2,1,40.23,PayPal,1
2743,52,Femenino,37,24.2,5,5,8.66,Transferencia,0
2744,39,Masculino,41,9.6,1,4,37.12,PayPal,1
2745,60,Femenino,11,12.9,4,4,12.43,Tarjeta,0
2746,32,Masculino,27,6.1,3,4,38.32,Tarjeta,0
2747,39,Femenino,30,10.7,1,5,11.36,PayPal,0
2748,54,Masculino,19,33.0,2,4,42.46,Transferencia,0
2749,69,Femenino,34,25.9,1,3,35.65,Transferencia,0
2750,59,Femenino,38,38.0,1,4,22.37,Transferencia,0
2751,29,Masculino,23,2.9,5,5,21.15,Transferencia,0
2752,64,Masculino,53,31.9,5,4,11.7,Tarjeta,0
2753,66,Masculino,1,28.3,1,3,45.68,Tarjeta,0
2754,59,Femenino,3,11.2,5,3,10.33,PayPal,1
2755,55,Femenino,3,29.4,5,4,26.24,Transferencia,1
2756,35,Femenino,28,28.9,1,1,15.64,PayPal,0
2757,62,Masculino,14,18.9,4,1,49.83,Tarjeta,1
2758,52,Masculino,52,27.9,5,2,31.36,PayPal,0
2759,47,Femenino,30,18.3,1,3,11.73,PayPal,0
2760,41,Masculino,58,14.1,4,1,35.04,Transferencia,0
2761,59,Femenino,54,19.2,5,2,49.62,Tarjeta,0
2762,47,Masculino,5,35.9,1,1,32.23,Tarjeta,1
2763,31,Masculino,49,16.0,5,4,25.58,PayPal,0
2764,23,Femenino,15,16.7,4,3,18.2,Tarjeta,0
2765,20,Masculino,38,24.7,1,1,9.15,Transferencia,0
2766,33,Masculino,14,30.4,4,4,15.27,PayPal,0
2767,24,Masculino,14,29.7,3,2,29.91,Tarjeta,0
2768,69,Masculino,57,1.8,2,4,38.92,Transferencia,0
2769,31,Masculino,59,27.8,3,2,44.51,Tarjeta,0
2770,26,Femenino,49,18.6,5,1,40.72,Transferencia,0
2771,32,Masculino,8,21.4,4,5,10.65,PayPal,0
2772,38,Femenino,8,22.9,1,4,39.81,Transferencia,1
2773,52,Masculino,19,29.5,4,5,31.17,Tarjeta,0
2774,19,Masculino,32,33.4,5,3,26.11,PayPal,0
2775,44,Femenino,31,26.2,1,5,30.77,Tarjeta,0
2776,19,Femenino,29,23.0,3,3,5.36,PayPal,0
2777,52,Masculino,41,15.6,4,1,8.05,Tarjeta,0
2778,35,Masculino,11,6.4,2,1,28.66,PayPal,0
2779,31,Femenino,45,38.4,5,4,12.81,PayPal,0
2780,37,Femenino,13,19.0,5,5,29.55,Transferencia,0
2781,35,Femenino,27,23.1,4,3,20.94,PayPal,0
2782,27,Femenino,56,30.3,3,3,45.83,PayPal,0
2783,42,Masculino,19,3.7,3,5,47.74,Transferencia,0
2784,19,Masculino,26,34.3,2,1,49.09,PayPal,0
2785,42,Masculino,53,32.1,2,1,45.45,Tarjeta,0
2786,50,Masculino,51,31.2,4,3,49.37,Transferencia,0
2787,53,Masculino,37,1.9,1,4,36.78,Transferencia,0
2788,48,Femenino,48,21.5,3,1,48.22,PayPal,0
2789,31,Femenino,9,3.1,1,2,33.88,Transferencia,1
2790,18,Femenino,28,22.5,1,3,41.41,Tarjeta,0
2791,63,Masculino,32,29.0,4,5,10.94,PayPal,0
2792,33,Femenino,52,5.8,2,5,35.72,PayPal,0
2793,63,Masculino,54,28.1,1,3,46.9,PayPal,0
2794,69,Masculino,3,18.5,4,3,29.3,Tarjeta,1
2795,20,Masculino,51,32.7,2,1,13.41,Tarjeta,0
2796,52,Femenino,32,21.8,1,3,28.71,Tarjeta,0
2797,58,Masculino,5,14.1,1,3,36.81,Transferencia,0
2798,23,Masculino,8,13.9,2,2,39.64,Transferencia,0
2799,42,Femenino,14,36.0,2,5,28.57,PayPal,0
2800,30,Masculino,56,18.7,5,1,14.78,PayPal,0
2801,70,Femenino,3,16.8,5,4,46.7,PayPal,1
2802,51,Masculino,24,2.6,4,1,39.81,Transferencia,1
2803,25,Femenino,13,15.2,4,5,17.18,Tarjeta,0
2804,38,Masculino,43,34.1,3,4,41.53,Tarjeta,0
2805,51,Masculino,29,30.7,5,3,20.65,PayPal,0
2806,21,Femenino,8,9.6,2,2,19.06,Tarjeta,0
2807,42,Masculino,51,17.1,5,2,43.84,Transferencia,0
2808,32,Femenino,42,8.7,4,5,44.3,Tarjeta,0
2809,21,Masculino,31,38.2,4,5,22.93,PayPal,0
2810,62,Femenino,26,24.3,4,2,5.4,PayPal,0
2811,29,Masculino,18,30.4,2,4,13.4,Tarjeta,0
2812,49,Masculino,58,28.8,1,4,45.92,PayPal,0
2813,49,Masculino,18,35.1,4,1,45.44,PayPal,0
2814,45,Femenino,57,38.0,5,3,25.4,Transferencia,0
2815,30,Femenino,7,2.3,1,4,18.69,Transferencia,0
2816,48,Femenino,48,39.0,5,3,18.62,Tarjeta,0
2817,31,Femenino,38,35.0,4,5,45.37,PayPal,0
2818,37,Femenino,48,15.9,2,4,19.61,Tarjeta,0
2819,35,Masculino,16,33.6,1,4,28.02,Transferencia,0
2820,46,Masculino,55,29.7,1,4,37.9,Transferencia,0
2821,23,Masculino,56,31.9,4,1,14.43,Transferencia,0
2822,49,Masculino,60,9.6,4,5,16.42,Tarjeta,0
2823,46,Masculino,33,26.3,4,2,21.11,Transferencia,1
2824,60,Femenino,56,2.0,3,1,34.44,PayPal,0
2825,19,Masculino,51,34.1,2,1,41.79,Transferencia,0
2826,40,Femenino,3,38.1,2,4,29.6,Tarjeta,0
2827,36,Masculino,38,26.8,4,1,10.98,Transferencia,0
2828,48,Femenino,4,21.0,3,2,25.08,Tarjeta,1
2829,68,Femenino,36,29.3,4,1,10.75,PayPal,0
2830,22,Femenino,4,13.7,4,1,8.97,Transferencia,1
2831,36,Masculino,42,25.4,2,4,31.53,Tarjeta,0
2832,51,Masculino,9,29.0,3,5,48.03,PayPal,0
2833,27,Masculino,40,6.6,2,2,42.69,PayPal,0
2834,42,Masculino,51,6.5,4,4,39.85,Transferencia,0
2835,19,Femenino,17,28.9,5,1,37.72,PayPal,0
2836,28,Femenino,17,17.8,1,2,45.37,PayPal,1
2837,67,Femenino,33,35.7,4,3,38.88,Tarjeta,0
2838,48,Femenino,20,13.2,3,1,33.21,Tarjeta,1
2839,32,Masculino,14,2.7,5,5,21.41,Tarjeta,0
2840,26,Femenino,22,26.3,3,1,9.54,Transferencia,0
2841,40,Masculino,52,27.7,4,5,25.75,PayPal,0
2842,36,Femenino,27,22.6,4,3,46.62,Transferencia,0
2843,26,Femenino,43,27.6,1,4,31.24,Transferencia,0
2844,52,Femenino,3,21.4,3,4,13.3,Tarjeta,1
2845,38,Masculino,24,28.0,5,4,34.21,PayPal,0
2846,26,Masculino,30,2.7,1,2,25.95,Transferencia,0
2847,45,Femenino,8,15.4,3,5,46.91,Transferencia,1
2848,63,Femenino,22,9.2,4,1,12.24,Transferencia,0
2849,68,Femenino,25,4.9,1,2,37.04,Transferencia,1
2850,24,Masculino,60,10.1,4,2,35.67,Tarjeta,0
2851,33,Masculino,10,8.5,2,1,49.26,Transferencia,1
2852,33,Masculino,49,39.0,2,3,30.42,Tarjeta,0
2853,50,Femenino,29,12.2,1,4,44.22,PayPal,0
2854,21,Masculino,40,10.0,1,3,6.11,Transferencia,0
2855,21,Femenino,54,33.6,3,3,10.53,Tarjeta,0
2856,56,Masculino,1,17.3,5,4,20.57,Tarjeta,0
2857,57,Femenino,52,17.4,5,3,32.87,Transferencia,0
2858,34,Femenino,21,18.3,2,2,25.21,Tarjeta,0
2859,54,Masculino,39,17.2,2,1,14.12,Transferencia,0
2860,56,Femenino,24,13.7,2,2,31.51,Tarjeta,0
2861,69,Femenino,9,12.2,4,2,30.5,Tarjeta,1
2862,46,Femenino,60,35.4,5,5,28.6,PayPal,0
2863,69,Masculino,44,7.3,1,4,9.08,Transferencia,0
2864,53,Femenino,54,8.1,2,4,46.72,PayPal,0
2865,55,Masculino,26,23.3,3,2,31.65,Tarjeta,0
2866,56,Masculino,9,14.4,1,4,16.88,Transferencia,0
2867,67,Femenino,20,17.4,1,5,35.93,PayPal,1
2868,54,Masculino,56,32.5,1,1,19.31,Transferencia,0
2869,69,Femenino,35,36.2,5,3,27.76,Transferencia,0
2870,52,Masculino,36,31.8,2,4,20.35,PayPal,0
2871,24,Femenino,42,10.2,3,2,44.62,PayPal,0
2872,44,Masculino,36,39.2,4,4,49.73,PayPal,0
2873,45,Femenino,54,15.2,3,2,12.25,Tarjeta,0
2874,39,Femenino,9,7.6,3,3,6.06,PayPal,0
2875,31,Femenino,22,20.5,3,4,14.87,PayPal,0
2876,24,Femenino,1,29.3,4,3,31.55,Tarjeta,0
2877,54,Masculino,5,4.2,3,2,12.83,PayPal,1
2878,39,Masculino,9,25.7,3,5,41.52,Transferencia,0
2879,22,Femenino,37,34.5,2,5,23.39,Transferencia,0
2880,19,Masculino,38,11.2,2,1,32.47,Transferencia,0
2881,44,Femenino,19,28.0,2,2,25.5,Tarjeta,0
2882,38,Femenino,8,16.6,1,2,45.65,PayPal,1
2883,55,Masculino,42,17.2,3,2,6.58,Transferencia,0
2884,32,Masculino,43,12.0,5,5,37.82,Tarjeta,0
2885,38,Femenino,32,25.4,5,5,34.35,Tarjeta,0
2886,27,Masculino,13,15.1,5,5,34.23,Tarjeta,1
2887,40,Femenino,20,33.4,4,4,23.63,Tarjeta,0
2888,56,Masculino,36,38.6,2,4,5.71,Tarjeta,0
2889,22,Masculino,43,37.5,2,5,36.02,Transferencia,0
2890,18,Masculino,44,7.4,2,3,42.33,Tarjeta,0
2891,30,Masculino,37,1.6,4,4,8.84,PayPal,0
2892,38,Masculino,30,18.1,3,4,24.87,Transferencia,0
2893,43,Femenino,10,29.4,1,4,12.32,Tarjeta,0
2894,67,Masculino,31,39.1,2,4,32.49,Transferencia,0
2895,62,Masculino,25,31.6,3,1,40.35,Transferencia,0
2896,38,Femenino,29,23.6,5,4,35.0,PayPal,0
2897,70,Femenino,24,2.0,1,3,19.31,Tarjeta,0
2898,35,Femenino,39,33.2,5,1,11.29,PayPal,0
2899,54,Masculino,21,7.9,3,4,40.74,Tarjeta,0
2900,62,Masculino,41,3.2,3,2,19.58,Tarjeta,0
2901,49,Femenino,9,34.2,5,1,6.0,Transferencia,1
2902,53,Femenino,42,23.1,1,4,30.71,Tarjeta,0
2903,34,Femenino,42,6.0,5,3,16.1,Transferencia,0
2904,52,Femenino,2,16.1,5,5,42.85,PayPal,0
2905,66,Masculino,4,4.3,5,4,11.45,Tarjeta,0
2906,28,Masculino,8,25.9,1,2,24.57,Tarjeta,0
2907,38,Masculino,32,12.0,4,3,16.39,PayPal,0
2908,69,Masculino,14,34.8,1,1,36.03,PayPal,0
2909,70,Masculino,49,15.0,5,3,29.68,Transferencia,0
2910,43,Femenino,13,20.3,2,4,40.59,PayPal,0
2911,21,Masculino,21,3.5,2,2,25.64,Tarjeta,0
2912,51,Femenino,24,11.7,3,3,5.22,Transferencia,1
2913,69,Femenino,50,27.4,4,3,14.68,PayPal,0
2914,65,Femenino,18,29.7,3,5,49.96,Tarjeta,0
2915,35,Masculino,45,10.5,3,5,23.24,Tarjeta,0
2916,57,Femenino,40,20.6,2,4,32.91,Tarjeta,0
2917,52,Masculino,26,32.9,1,1,45.72,PayPal,1
2918,58,Femenino,32,15.8,3,1,5.92,Transferencia,0
2919,46,Masculino,44,6.2,3,2,34.68,PayPal,0
2920,69,Femenino,57,17.8,4,4,17.98,Transferencia,0
2921,46,Masculino,55,24.4,2,1,17.57,PayPal,0
2922,55,Femenino,56,1.3,1,3,15.12,Tarjeta,0
2923,59,Femenino,53,14.6,4,4,42.02,PayPal,0
2924,38,Femenino,33,24.7,1,3,21.78,Transferencia,0
2925,59,Femenino,52,38.1,1,2,8.02,PayPal,0
2926,30,Masculino,31,16.9,3,4,9.36,Transferencia,0
2927,66,Masculino,18,7.4,4,2,11.69,PayPal,0
2928,58,Masculino,35,21.8,3,5,45.45,Transferencia,0
2929,34,Femenino,12,12.1,5,2,24.23,Tarjeta,1
2930,26,Femenino,51,9.4,1,5,46.22,Tarjeta,0
2931,58,Femenino,25,24.0,4,4,41.79,Transferencia,0
2932,18,Femenino,45,36.7,2,3,42.7,Tarjeta,0
2933,19,Femenino,31,33.6,3,3,17.91,Transferencia,0
2934,65,Femenino,10,8.1,5,3,17.21,Transferencia,0
2935,46,Masculino,47,30.9,5,2,30.2,Tarjeta,0
2936,50,Masculino,52,10.0,5,4,23.81,PayPal,0
2937,27,Masculino,34,12.3,3,4,27.91,Transferencia,0
2938,67,Masculino,51,36.9,2,5,7.39,PayPal,0
2939,57,Masculino,3,36.5,4,4,48.72,PayPal,1
2940,38,Masculino,46,7.6,1,3,7.62,Tarjeta,0
2941,45,Masculino,39,3.5,2,4,13.05,Transferencia,0
2942,28,Masculino,8,12.4,3,5,35.52,PayPal,0
2943,51,Femenino,32,23.7,4,4,12.0,PayPal,0
2944,25,Femenino,43,35.2,1,4,9.81,Tarjeta,0
2945,39,Femenino,29,5.6,4,3,11.91,Tarjeta,0
2946,25,Femenino,22,17.2,1,4,7.79,PayPal,0
2947,66,Femenino,20,11.6,1,2,16.31,PayPal,0
2948,32,Femenino,6,1.6,5,5,17.2,Tarjeta,1
2949,34,Femenino,43,31.7,3,5,27.44,Tarjeta,0
2950,40,Masculino,49,32.7,2,5,24.74,Tarjeta,0
2951,41,Masculino,29,9.6,5,4,26.32,Transferencia,0
2952,62,Femenino,42,6.9,5,2,32.72,Tarjeta,0
2953,36,Masculino,56,6.6,4,5,15.39,Tarjeta,0
2954,22,Masculino,17,19.1,1,1,11.06,Tarjeta,0
2955,49,Masculino,31,10.6,1,3,44.55,Transferencia,0
2956,61,Masculino,53,20.9,4,1,33.53,Transferencia,0
2957,18,Masculino,34,16.0,3,1,7.73,Tarjeta,1
2958,40,Femenino,38,9.2,1,5,48.25,Tarjeta,0
2959,54,Masculino,57,30.3,5,1,36.19,Transferencia,0
2960,25,Femenino,37,6.9,5,1,11.83,Transferencia,0
2961,30,Femenino,4,32.2,1,2,48.61,PayPal,1
2962,25,Femenino,2,22.9,1,3,21.44,Transferencia,1
2963,40,Masculino,12,33.4,3,4,49.3,Transferencia,0
2964,60,Femenino,35,1.2,1,5,9.65,Tarjeta,0
2965,18,Femenino,6,30.2,3,5,12.2,Tarjeta,1
2966,62,Femenino,56,3.0,5,1,34.58,Tarjeta,1
2967,68,Femenino,46,38.1,3,4,6.0,Transferencia,0
2968,41,Masculino,8,28.4,1,4,5.84,PayPal,1
2969,52,Femenino,21,13.5,2,4,40.64,Tarjeta,0
2970,41,Femenino,53,13.5,1,5,12.55,PayPal,0
2971,34,Femenino,58,34.6,2,5,46.35,PayPal,0
2972,22,Femenino,46,36.2,5,2,24.17,Transferencia,0
2973,37,Masculino,35,35.8,4,5,44.31,Transferencia,0
2974,38,Femenino,48,32.5,5,5,23.8,Tarjeta,0
2975,57,Femenino,15,32.9,5,2,28.86,Transferencia,0
2976,48,Femenino,7,23.3,5,5,19.24,PayPal,0
2977,63,Femenino,15,2.1,3,1,34.61,Transferencia,1
2978,53,Femenino,45,4.4,5,1,19.32,Transferencia,0
2979,28,Femenino,6,26.3,4,2,15.04,PayPal,1
2980,69,Masculino,47,16.6,1,2,8.65,Transferencia,0
2981,32,Femenino,17,23.1,2,1,7.6,Transferencia,1
2982,36,Masculino,4,10.0,5,4,18.77,Tarjeta,1
2983,24,Masculino,22,26.3,2,5,38.14,PayPal,0
2984,68,Femenino,32,10.5,5,3,14.25,Transferencia,0
2985,45,Masculino,59,19.0,3,3,18.47,PayPal,0
2986,68,Femenino,22,19.7,2,2,45.73,Transferencia,0
2987,60,Masculino,27,7.9,5,3,33.76,Tarjeta,0
2988,22,Femenino,46,35.2,5,4,46.39,Transferencia,0
2989,22,Masculino,15,21.5,4,3,46.01,Transferencia,0
2990,47,Masculino,60,34.8,4,1,7.85,PayPal,0
2991,49,Femenino,44,11.2,4,2,47.98,Transferencia,0
2992,25,Masculino,51,7.7,3,3,7.3,PayPal,0
2993,27,Masculino,22,1.7,2,5,46.65,Tarjeta,0
2994,55,Masculino,28,4.7,3,2,29.6,PayPal,0
2995,64,Masculino,42,6.8,1,4,28.99,Transferencia,0
2996,49,Masculino,38,4.1,5,1,37.1,PayPal,0
2997,65,Femenino,60,36.0,5,3,44.56,Tarjeta,0
2998,45,Masculino,57,36.5,5,1,32.77,Transferencia,0
2999,34,Masculino,9,37.6,4,4,24.14,Tarjeta,0
3000,48,Femenino,34,38.4,5,3,10.04,Tarjeta,0
3001,25,Femenino,36,20.2,4,2,40.51,Transferencia,0
3002,57,Femenino,9,21.7,1,2,10.77,Transferencia,0
3003,42,Masculino,15,6.1,3,5,37.69,PayPal,0
3004,26,Masculino,45,6.3,3,4,28.76,Transferencia,0
3005,19,Masculino,20,31.1,3,3,22.36,PayPal,0
3006,32,Masculino,8,34.4,4,1,32.58,Tarjeta,1
3007,67,Femenino,58,31.6,2,1,39.76,PayPal,0
3008,20,Femenino,28,33.5,2,3,47.35,Transferencia,0
3009,66,Masculino,51,11.8,1,4,16.91,PayPal,0
3010,53,Masculino,19,19.2,2,4,47.62,Transferencia,0
3011,21,Masculino,57,18.9,1,1,48.24,Tarjeta,0
3012,31,Masculino,16,39.8,5,3,41.61,PayPal,0
3013,58,Femenino,11,38.0,3,3,44.66,PayPal,0
3014,58,Femenino,42,24.3,4,1,36.16,PayPal,0
3015,42,Masculino,8,6.4,1,3,6.76,PayPal,1
3016,67,Femenino,33,11.1,4,3,30.88,Tarjeta,0
3017,27,Masculino,10,15.2,4,2,38.62,Transferencia,0
3018,38,Masculino,18,35.1,3,2,47.38,PayPal,1
3019,53,Femenino,35,7.7,5,5,30.67,Tarjeta,0
3020,29,Masculino,43,9.6,5,5,40.74,Transferencia,0
3021,44,Femenino,50,14.6,2,4,36.73,Tarjeta,0
3022,57,Masculino,3,37.1,5,2,17.64,PayPal,0
3023,19,Femenino,40,20.6,3,2,11.96,PayPal,0
3024,30,Masculino,27,26.2,4,2,38.79,Tarjeta,0
3025,70,Femenino,59,16.1,1,2,15.52,PayPal,0
3026,49,Masculino,28,8.4,1,4,16.01,PayPal,0
3027,48,Masculino,46,9.7,5,1,33.98,Tarjeta,0
3028,33,Femenino,6,32.3,2,4,40.51,Transferencia,0
